site,date_observed,genus,species,id,leaf_breaking_bud_observed,leaf_breaking_bud_intensity,leaf_observed,leaf_intensity,leaf_iNocreasiNog_size_observed,leaf_increasing_size_intensity,leaf_color_observed,leaf_color_intensity,leaf_falliNog_observed,flower_buds_observed,flower_buds_intensity,flower_opeNo_observed,flower_open_intensity,flower_pollen_release_observed,flower_pollen_release_intensity,fruit_observed,fruit_intensity,fruit_ripe_observed,fruit_ripe_intensity,fruit_drop_observed,fruit_drop_intensity,notes_observer,notes_entry,year,num_records
Oak Collection,7/6/2018,Quercus,mongolica,333-94*4,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6099
Oak Collection,7/6/2018,Quercus,mongolica,333-94*5,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,NA,Yes,NA,No,0,No,0,NA,,2018,6100
Oak Collection,7/6/2018,Quercus,macrocarpa,1261-26*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6101
Oak Collection,7/6/2018,Quercus,macranthera,19-2012*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6102
Oak Collection,7/6/2018,Quercus,castaneifolia,18-2012*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6103
Oak Collection,7/9/2018,Quercus,alba,684-33*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6104
Oak Collection,7/9/2018,Quercus,bebbiana,441-42*1,No,NA,No,NA,No,NA,Did not look for,NA,Did not look for,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6105
Oak Collection,7/9/2018,Quercus,boyntonii,386-2010*1,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,NA,I believe this tree was removed from my grouping,,2018,6106
Oak Collection,7/9/2018,Quercus,ellipsoidalis,204-92*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,~20% of the leaves that I could view had small brown raised bumps that when touched disintegrated - had a hollow inside.,,2018,6107
Oak Collection,7/9/2018,Quercus,ellipsoidalis,204-92*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,"Like 204-92-1, this tree had similar brown raised - hollow round ""bubbles on many of its leaves that were within my reach.",,2018,6108
Oak Collection,7/9/2018,Quercus,fusiformis,14-2006*3,No,NA,Yes,NA,Yes,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,"Since starting this project, I had never seen any green leaves ""or life"" with this stick - now I see a small twig with a few small leaves open and opening on it.",,2018,6109
Oak Collection,7/9/2018,Quercus,gambelii,556-32*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,"Tree looks like it is struggling - brown spotted leaves, curled leaves, etc.",,2018,6110
Oak Collection,7/9/2018,Quercus,georgiana,49-2002*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6111
Oak Collection,7/9/2018,Quercus,jackiana,685-33*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6112
Oak Collection,7/9/2018,Quercus,muehlenbergii,528-99*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6113
Oak Collection,7/9/2018,Quercus,prinoides,326-99*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6114
Oak Collection,7/9/2018,Quercus,prinoides,742-51*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,maybe 70% of what I could see had small fruits forming,,2018,6115
Oak Collection,7/9/2018,Quercus,prinoides,742-51*2,No,NA,No,NA,No,NA,Yes,5-24%,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,a few red leaves/  Also maybe 75% of the leaves that I observed had small fruit forming.,,2018,6116
Oak Collection,7/9/2018,Quercus,prinoides,742-51*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,80% of the leaves that I was able to observe appeared to have small fruits forming.,,2018,6117
Oak Collection,7/9/2018,Quercus,prinoides,768-54*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,vines all over this tree - however from what i could see i think about 90% with very small fruit,,2018,6118
Oak Collection,7/9/2018,Quercus,prinoides,768-54*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,lots of vines are choking this tree,,2018,6119
Oak Collection,7/9/2018,Quercus,prinoides,768-54*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,spotted leaves  - appears that about 70% have beginning budding with the fruit,,2018,6120
Oak Collection,7/5/2018,Quercus,aliena,392-2011*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6121
Oak Collection,7/5/2018,Quercus,aliena,392-2011*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6122
Oak Collection,7/5/2018,Quercus,imbricaria,1183-2004*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6123
Oak Collection,7/5/2018,Quercus,imbricaria,1183-2004*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6124
Oak Collection,7/5/2018,Quercus,gambelii,145-75*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6125
Oak Collection,7/5/2018,Quercus,gambelii,145-75*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6126
Oak Collection,7/5/2018,Quercus,michauxii,539-96*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6127
Oak Collection,7/5/2018,Quercus,palustris,1484-35*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,Did not look for,NA,NA,,2018,6128
Oak Collection,7/5/2018,Quercus,runcinata,502-36*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6129
Oak Collection,7/5/2018,Quercus,saulii,580-32*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6130
Oak Collection,7/5/2018,Quercus,exacta,501-36*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6131
Oak Collection,7/5/2018,Quercus,aliena,340-2002*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6132
Oak Collection,7/5/2018,Quercus,aliena,340-2002*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,Yes,NA,Yes,NA,NA,,2018,6133
Oak Collection,7/5/2018,Quercus,gambelii,145-75*8,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6134
Oak Collection,7/5/2018,Quercus,subfalcata,656-32*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6135
Oak Collection,7/5/2018,Quercus,acutissima,463-55*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6136
Oak Collection,7/5/2018,Quercus,acutissima,463-55*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6137
Oak Collection,7/5/2018,Quercus,acutissima,463-55*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6138
Oak Collection,7/5/2018,Quercus,acutissima,644-33*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6139
Oak Collection,7/5/2018,Quercus,alba,239-42*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6140
Oak Collection,7/5/2018,Quercus,alba,239-42*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6141
Oak Collection,6/6/2018,Quercus,acutissima,74-2002*4,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6142
Oak Collection,6/6/2018,Quercus,coccinea,435-2004*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6143
Oak Collection,7/6/2018,Quercus,georgiana,49-2002*3,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6144
Oak Collection,7/6/2018,Quercus,georgiana,49-2002*4,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6145
Oak Collection,7/6/2018,Quercus,georgiana,49-2002*5,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6146
Oak Collection,7/6/2018,Quercus,guadalupensis,544-2006*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6147
Oak Collection,7/6/2018,Quercus,guadalupensis,544-2006*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,NA,Yes,NA,No,0,No,0,NA,,2018,6148
Oak Collection,7/6/2018,Quercus,guadalupensis,544-2006*3,No,0,Yes,NA,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,NA,NA,,2018,6149
Oak Collection,7/6/2018,Quercus,jackiana,1089-39*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6150
Oak Collection,7/6/2018,Quercus,mongolica,852-2005*5,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,NA,No,0,No,0,NA,,2018,6151
Oak Collection,7/6/2018,Quercus,mongolica,852-2005*7,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6152
Oak Collection,7/6/2018,Quercus,petraea,498-2005*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6153
Oak Collection,7/6/2018,Quercus,petraea,498-2005*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6154
Oak Collection,7/6/2018,Quercus,rubra,292-64*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6155
Oak Collection,7/6/2018,Quercus,variabilis,19-2003*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6156
Oak Collection,7/6/2018,Quercus,variabilis,19-2003*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6157
Oak Collection,7/6/2018,Quercus,variabilis,19-2003*3,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6158
Oak Collection,7/12/2018,Quercus,montana,657-33*1,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6159
Oak Collection,7/12/2018,Quercus,rubra,466-37*1,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6160
Oak Collection,7/12/2018,Quercus,alba,134-U*61,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6161
Oak Collection,7/12/2018,Quercus,alba,134-U*60,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6162
Oak Collection,7/12/2018,Quercus,marilandica,362-96*2,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6163
Oak Collection,7/12/2018,Quercus,ellipsoidalis,204-92*4,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,Yes,25-49,Yes,NA,NA,,2018,6164
Oak Collection,7/12/2018,Quercus,marilandica,305-94*2,No,NA,Yes,>95,No,NA,Yes,5-24%,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6165
Oak Collection,7/12/2018,Quercus,marilandica,305-94*3,No,NA,Yes,>95,No,NA,Yes,5-24%,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6166
Oak Collection,7/12/2018,Quercus,marilandica,305-94*4,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6167
Oak Collection,7/12/2018,Quercus,prinoides,365-2007*7,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6168
Oak Collection,7/12/2018,Quercus,prinoides,365-2007*8,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6169
Oak Collection,7/12/2018,Quercus,prinoides,365-2007*3,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6170
Oak Collection,7/12/2018,Quercus,prinoides,365-2007*4,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6171
Oak Collection,7/12/2018,Quercus,velutina,185-92*4,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6172
Oak Collection,7/12/2018,Quercus,velutina,185-92*5,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6173
Oak Collection,7/12/2018,Quercus,shumardii,540-96*3,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6174
Oak Collection,7/12/2018,Quercus,shumardii,540-96*4,No,NA,Yes,>95,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6175
Oak Collection,7/12/2018,Quercus,dalechampii,286-97*2,No,NA,Yes,>95,No,NA,Yes,25-49%,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6176
Oak Collection,7/12/2018,Quercus,dalechampii,286-97*1,No,NA,Yes,>95,No,NA,Yes,25-49%,Yes,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,Few very small fruit notes,,2018,6177
Oak Collection,7/11/2018,Quercus,aliena,392-2011*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6178
Oak Collection,7/11/2018,Quercus,baronii,903-2005*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6179
Oak Collection,7/11/2018,Quercus,baronii,903*2005*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6180
Oak Collection,7/11/2018,Quercus,deamii,3-2008*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6181
Oak Collection,7/11/2018,Quercus,deamii,3-2008*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6182
Oak Collection,7/11/2018,Quercus,ellipsoidalis,437-2004*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6183
Oak Collection,7/11/2018,Quercus,ellipsoidalis,437-2004*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6184
Oak Collection,7/11/2018,Quercus,fernowii,1140-2004*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6185
Oak Collection,7/11/2018,Quercus,fernowii,1140-2004*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6186
Oak Collection,7/11/2018,Quercus,fernowii,1140-2004*5,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6187
Oak Collection,7/11/2018,Quercus,macrocarpa,696-2006*7,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6188
Oak Collection,7/11/2018,Quercus,macrocarpa,696-2006*8,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6189
Oak Collection,7/11/2018,Quercus,macrocarpa,696-2006*9,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6190
Oak Collection,7/11/2018,Quercus,macrocarpa,702-2006*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6191
Oak Collection,7/11/2018,Quercus,macrocarpa,702-2006*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6192
Oak Collection,7/11/2018,Quercus,macrocarpa,704-2006*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6193
Oak Collection,7/11/2018,Quercus,marilandica,1134-2004*5,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6194
Oak Collection,7/11/2018,Quercus,mongolica,852-2005*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6195
Oak Collection,7/11/2018,Quercus,mongolica,852-2005*6,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,,2018,6196
Oak Collection,7/11/2018,Quercus,palustris,1186-2004*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6197
Oak Collection,7/11/2018,Quercus,palustris,1186-2004*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6198
Oak Collection,7/11/2018,Quercus,palustris,1186-2004*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6199
Oak Collection,7/11/2018,Quercus,palustris,573-40*7,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6200
Oak Collection,7/11/2018,Quercus,palustris,573-40*8,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6201
Oak Collection,7/11/2018,Quercus,warei,707-2006*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,6202
Oak Collection,7/11/2018,Quercus,montana,606-2000*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6203
Oak Collection,7/11/2018,Quercus,macrocarpa,297-2002*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6204
Oak Collection,7/11/2018,Quercus,velutina,50-2004*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6205
Oak Collection,7/11/2018,Quercus,montana,606-2000*3,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6206
Oak Collection,7/11/2018,Quercus,montana,606-2000*4,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,0,No,0,No,0,NA,,2018,6207
Oak Collection,7/11/2018,Quercus,coccinea,1173-2004*5,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6208
Oak Collection,7/11/2018,Quercus,coccinea,1173-2004*4,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6209
Oak Collection,7/11/2018,Quercus,pyrenaica,200-99*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6210
Oak Collection,7/11/2018,Quercus,pubescens,27-2007*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6211
Oak Collection,7/11/2018,Quercus,serrata,65-2008*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6212
Oak Collection,7/11/2018,Quercus,sternbergii,401-2008*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,6213
Oak Collection,7/11/2018,Quercus,cerris,523-2000*2,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,NA,Did not look for,NA,NA,,2018,6214
Oak Collection,7/11/2018,Quercus,serrata,34-2003*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6215
Oak Collection,7/11/2018,Quercus,variabilis,339-2002*3,No,0,Yes,>95,No,NA,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6216
Oak Collection,7/11/2018,Quercus,variabilis,339-2002*4,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6217
Oak Collection,7/11/2018,Quercus,muehlenbergii,65-92*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6218
Oak Collection,7/11/2018,Quercus,alba,134-U*6,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6219
Oak Collection,7/11/2018,Quercus,macrocarpa,138-U*4,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6220
Oak Collection,7/11/2018,Quercus,acutissima,797-53*3,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6221
Oak Collection,7/11/2018,Quercus,ilicifolia,260-93*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6222
Oak Collection,7/11/2018,Quercus,ilicifolia,260-93*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6223
Oak Collection,7/11/2018,Quercus,shumardii,540-96*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6224
Oak Collection,7/11/2018,Quercus,buckleyi,417-45*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6225
Oak Collection,7/11/2018,Quercus,muehlenbergii,65-92*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6226
Oak Collection,7/11/2018,Quercus,rubra,64-92*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6227
Oak Collection,7/11/2018,Quercus,dentata,4-2008*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6228
Oak Collection,7/11/2018,Quercus,dentata,4-2008*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6229
Oak Collection,7/11/2018,Quercus,dentata,4-2008*3,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6230
Oak Collection,7/11/2018,Quercus,dentata,4-2008*4,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6231
Oak Collection,7/11/2018,Quercus,dentata,4-2008*5,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6232
Oak Collection,7/17/2018,Quercus,palustris,13-35*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6233
Oak Collection,7/17/2018,Quercus,alba,134-U*66,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6234
Oak Collection,7/17/2018,Quercus,alba,134-U*67,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,No,NA,No,0,No,0,Couldn't find any fruit on single branch low enough to observe. Canopy is high,,2018,6235
Oak Collection,7/17/2018,Quercus,montana,465-37*1,No,NA,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6236
Oak Collection,7/17/2018,Quercus,michauxii,476-42*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6237
Oak Collection,7/17/2018,Quercus,macrocarpa,1516-35*1,No,0,Yes,>95,No,0%,No,0%,No,No,NA,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6238
Oak Collection,7/17/2018,Quercus,macrocarpa,2390-26*2,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,No,0,No,0,NA,,2018,6239
Oak Collection,7/17/2018,Quercus,rubra,354-37*1,No,0,Yes,>95,No,0%,No,0%,No,No,0,No,0,No,None,Yes,NA,Yes,NA,Yes,NA,Found some tiny but brown acorns on ground. Also mature sized caps,,2018,6240
