"","X","date_observed","genus","species","id","leaf_breaking_bud_observed","leaf_breaking_bud_intensity","leaf_observed","leaf_intensity","leaf_increasing_size_observed","leaf_increasing_size_intensity","leaf_color_observed","leaf_color_intensity","leaf_falling_observed","flower_buds_observed","flower_buds_intensity","flower_open_observed","flower_open_intensity","fruit_observed","fruit_intensity","fruit_ripe_observed","fruit_ripe_intensity","fruit_drop_observed","fruit_drop_intensity","notes_observer","notes_entry","month","date"
"2351",2351,"10/19/2017","Quercus","alba","684-33*1",0,"0",1,"0",0,"0",1,"75-94%",1,0,"0",0,"0",1,"11-100",1,">95%",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,19
"2352",2352,"10/19/2017","Quercus","prinoides","768-54*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"0",1,">95%",1,"03-10","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ""Fruit_observed"" changed to yes if ripe_fruits was recorded.",10,19
"2353",2353,"10/19/2017","Quercus","prinoides","742-51*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"0",1,">95%",1,"11-100","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ""Fruit_observed"" changed to yes if ripe_fruits was recorded.",10,19
"2354",2354,"11/9/2017","Quercus","robur","400-2009*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2355",2355,"11/9/2017","Quercus","petraea","20-2012*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2356",2356,"11/9/2017","Quercus","montana","657-33*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2357",2357,"11/9/2017","Quercus","rubra","466-37*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"<3",1,">95%",1,"101-1000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2358",2358,"11/9/2017","Quercus","macrocarpa","2390-26*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2359",2359,"11/9/2017","Quercus","rubra","354-37*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"11-100",1,">95%",1,"101-1000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2360",2360,"11/9/2017","Quercus","ilicifolia","260-93*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"03-10",1,">95%",1,"11-100","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2361",2361,"11/9/2017","Quercus","ilicifolia","260-93*2",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"11-100",1,">95%",1,"11-100","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2362",2362,"11/9/2017","Quercus","velutina","185-92*4",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"03-10",1,">95%",1,"101-1000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2363",2363,"11/9/2017","Quercus","velutina","185-92*5",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"<3",1,">95%",1,"03-10","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2364",2364,"11/9/2017","Quercus","alba","134-U*60",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"<3",1,">95%",1,">10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2365",2365,"11/9/2017","Quercus","ellipsoidalis","204-92*4",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2366",2366,"11/9/2017","Quercus","robur","21-2012*2",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2367",2367,"11/9/2017","Quercus","velutina","185-92*2",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"<3",1,">95%",1,"11-100","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2368",2368,"11/9/2017","Quercus","dalechampii","286-97*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2369",2369,"11/9/2017","Quercus","dalechampii","286-97*2",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2370",2370,"11/9/2017","Quercus","marilandica","305-94*2",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"03-10",1,">95%",1,"11-100","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2371",2371,"11/9/2017","Quercus","prinoides","365-2007*3",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"<3",1,">95%",1,"03-10","no tag","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2372",2372,"11/9/2017","Quercus","lyrata","179-95*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2373",2373,"11/9/2017","Quercus","ellipsoidalis","204-92*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2374",2374,"11/9/2017","Quercus","alba","684-33*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",1,"<3",1,">95%",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2375",2375,"11/9/2017","Quercus","prinoides","768-54*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2376",2376,"11/9/2017","Quercus","prinoides","742-51*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",11,9
"2377",2377,"10/25/2017","Quercus","shumardii","575-40*2",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2378",2378,"10/25/2017","Quercus","michauxii","645-48*1",0,"0",1,"0",0,"0",1,"25-49%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2379",2379,"10/25/2017","Quercus","montana","606-2000*4",0,"0",1,"0",0,"0",1,"50-74%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2380",2380,"10/25/2017","Quercus","lyrata","517-2000*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,25
"2381",2381,"10/25/2017","Quercus","montana","602-2000*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2382",2382,"10/25/2017","Quercus","coccinea","1173-2004*4",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2383",2383,"10/25/2017","Quercus","coccinea","1173-2004*5",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2384",2384,"10/25/2017","Quercus","pyrenaica","200-99*1",0,"0",1,"0",0,"0",1,"25-49%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2385",2385,"10/25/2017","Quercus","petraea","20-2012*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2386",2386,"10/25/2017","Quercus","rubra","64-92*1",0,"0",1,"0",0,"0",1,"25-49%",1,0,"0",0,"0",0,"0",0,"0",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2387",2387,"10/25/2017","Quercus","palustris","1164-22*6",0,"0",1,"0",0,"0",1,"50-74%",1,0,"0",0,"0",0,"0",0,"0",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2388",2388,"10/25/2017","Quercus","palustris","77-72*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",1,">10000","0","0",10,25
"2389",2389,"10/25/2017","Quercus","robur","400-2009*1",0,"0",1,"0",0,"0",1,"75-94%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2390",2390,"10/25/2017","Quercus","shumardii","1513-35*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2391",2391,"10/25/2017","Quercus","shumardii","10-2008*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,25
"2392",2392,"10/25/2017","Quercus","marilandica","1134-2004*5",0,"0",1,"0",0,"0",1,"50-74%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2393",2393,"10/25/2017","Quercus","macrocarpa","597-2001*2",0,"0",1,"0",0,"0",1,"25-49%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2394",2394,"10/25/2017","Quercus","macrocarpa","696-2006*8",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,25
"2395",2395,"10/25/2017","Quercus","petraea","258-2004*3",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2396",2396,"10/25/2017","Quercus","imbricaria","1183-2004*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2397",2397,"10/25/2017","Quercus","palustris","573-40*7",0,"0",1,"0",0,"0",1,"25-49%",1,0,"0",0,"0",0,"0",0,"0",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2398",2398,"10/25/2017","Quercus","ellipsoidalis","437-2004*3",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2399",2399,"10/25/2017","Quercus","coccinea","435-2004*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,25
"2400",2400,"10/25/2017","Quercus","georgiana","49-2002*3",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2401",2401,"10/25/2017","Quercus","bicolor","135-U*1",0,"0",1,"0",0,"0",1,"75-94%",1,0,"0",0,"0",0,"0",0,"0",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2402",2402,"10/25/2017","Quercus","lobata","526-2000*4",0,"0",1,"0",0,"0",1,"75-94%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2403",2403,"10/25/2017","Quercus","georgiana","49-2002*4",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2404",2404,"10/25/2017","Quercus","georgiana","49-2002*5",0,"0",1,"0",0,"0",1,"25-49%",0,0,"0",0,"0",0,"0",0,"0",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2405",2405,"10/25/2017","Quercus","petraea","498-2005*3",0,"0",1,"0",0,"0",1,"5-24%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,25
"2406",2406,"10/16/2017","Quercus","shumardii","575-40*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","undeveloped acorns","0",10,16
"2407",2407,"10/16/2017","Quercus","michauxii","645-48*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2408",2408,"10/16/2017","Quercus","montana","606-2000*4",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2409",2409,"10/16/2017","Quercus","lyrata","517-2000*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2410",2410,"10/16/2017","Quercus","coccinea","1173-2004*4",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2411",2411,"10/16/2017","Quercus","coccinea","1173-2004*5",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","diseased","0",10,16
"2412",2412,"10/16/2017","Quercus","pyrenaica","200-99*1",0,"0",1,"0",0,"0",1,"25-49%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,16
"2413",2413,"10/16/2017","Quercus","petraea","20-2012*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2414",2414,"10/16/2017","Quercus","rubra","64-92*1",0,"0",1,"0",0,"0",1,"5-24%",1,0,"0",0,"0",1,"0",1,">95%",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ""Fruit_observed"" changed to yes if ripe_fruits was recorded.",10,16
"2415",2415,"10/16/2017","Quercus","palustris","1164-22*6",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",1,"0",1,">95%",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ""Fruit_observed"" changed to yes if ripe_fruits was recorded.",10,16
"2416",2416,"10/16/2017","Quercus","palustris","77-72*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",1,">95%",1,">10000","0","0",10,16
"2417",2417,"10/16/2017","Quercus","macrocarpa","597-2001*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2418",2418,"10/16/2017","Quercus","macrocarpa","696-2006*8",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2419",2419,"10/16/2017","Quercus","petraea","258-2004*3",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2420",2420,"10/16/2017","Quercus","imbricaria","1183-2004*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2421",2421,"10/16/2017","Quercus","palustris","573-40*7",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,16
"2422",2422,"10/16/2017","Quercus","ellipsoidalis","437-2004*3",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value.",10,16
"2423",2423,"10/16/2017","Quercus","coccinea","435-2004*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2424",2424,"10/16/2017","Quercus","georgiana","49-2002*3",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","undeveloped acorns","0",10,16
"2425",2425,"10/16/2017","Quercus","bicolor","135-U*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",1,"0",1,">95%",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ""Fruit_observed"" changed to yes if ripe_fruits was recorded.",10,16
"2426",2426,"10/16/2017","Quercus","lobata","526-2000*4",0,"0",1,"0",0,"0",0,"0",1,0,"0",0,"0",0,"0",0,"0",0,"0","diseased","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,16
"2427",2427,"10/16/2017","Quercus","georgiana","49-2002*4",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2428",2428,"10/16/2017","Quercus","georgiana","49-2002*5",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",1,"0",1,">95%",1,"1001-10000","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ""Fruit_observed"" changed to yes if ripe_fruits was recorded.",10,16
"2429",2429,"10/16/2017","Quercus","petraea","498-2005*3",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,16
"2430",2430,"10/30/2017","Quercus","shumardii","575-40*2",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2431",2431,"10/30/2017","Quercus","michauxii","645-48*1",0,"0",1,"0",0,"0",1,"25-49%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2432",2432,"10/30/2017","Quercus","montana","606-2000*4",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2433",2433,"10/30/2017","Quercus","lyrata","517-2000*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,30
"2434",2434,"10/30/2017","Quercus","montana","602-2000*1",0,"0",1,"0",0,"0",1,"25-49%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2435",2435,"10/30/2017","Quercus","coccinea","1173-2004*4",0,"0",1,"0",0,"0",1,"50-74%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2436",2436,"10/30/2017","Quercus","coccinea","1173-2004*5",0,"0",1,"0",0,"0",1,"50-74%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2437",2437,"10/30/2017","Quercus","pyrenaica","200-99*1",0,"0",1,"0",0,"0",1,"50-74%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2438",2438,"10/30/2017","Quercus","petraea","20-2012*1",0,"0",1,"0",0,"0",1,"50-74%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2439",2439,"10/30/2017","Quercus","rubra","64-92*1",0,"0",1,"0",0,"0",1,"50-74%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2440",2440,"10/30/2017","Quercus","palustris","1164-22*6",0,"0",1,"0",0,"0",1,"75-94%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2441",2441,"10/30/2017","Quercus","palustris","77-72*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,30
"2442",2442,"10/30/2017","Quercus","robur","400-2009*1",0,"0",1,"0",0,"0",1,"50-74%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2443",2443,"10/30/2017","Quercus","shumardii","1513-35*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2444",2444,"10/30/2017","Quercus","shumardii","10-2008*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2445",2445,"10/30/2017","Quercus","marilandica","1134-2004*5",0,"0",1,"0",0,"0",1,"75-94%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2446",2446,"10/30/2017","Quercus","macrocarpa","597-2001*2",0,"0",1,"0",0,"0",1,"50-74%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2447",2447,"10/30/2017","Quercus","macrocarpa","696-2006*8",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,30
"2448",2448,"10/30/2017","Quercus","petraea","258-2004*3",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",10,30
"2449",2449,"10/30/2017","Quercus","imbricaria","1183-2004*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2450",2450,"10/30/2017","Quercus","palustris","573-40*7",0,"0",1,"0",0,"0",1,"25-49%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2451",2451,"10/30/2017","Quercus","ellipsoidalis","437-2004*3",0,"0",1,"0",0,"0",1,"50-74%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2452",2452,"10/30/2017","Quercus","coccinea","435-2004*1",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2453",2453,"10/30/2017","Quercus","georgiana","49-2002*3",0,"0",1,"0",0,"0",1,"25-49%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2454",2454,"10/30/2017","Quercus","bicolor","135-U*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2455",2455,"10/30/2017","Quercus","lobata","526-2000*4",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2456",2456,"10/30/2017","Quercus","georgiana","49-2002*4",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2457",2457,"10/30/2017","Quercus","georgiana","49-2002*5",0,"0",1,"0",0,"0",1,"25-49%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2458",2458,"10/30/2017","Quercus","petraea","498-2005*3",0,"0",1,"0",0,"0",1,"5-24%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",10,30
"2459",2459,"11/6/2017","Quercus","shumardii","575-40*2",0,"0",1,"0",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",11,6
"2460",2460,"11/6/2017","Quercus","michauxii","645-48*1",0,"0",1,"0",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",11,6
"2461",2461,"11/6/2017","Quercus","montana","606-2000*4",0,"0",1,"0",0,"0",1,"75-94%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","BZ: ""Leaves"" changed to yes if observer recorded leaf color meaning leaf_intensity will have no value. ",11,6
"2462",2462,"11/6/2017","Quercus","lyrata","517-2000*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",11,6
